Execution_ID,Execution_Date,Module,Test_Case_ID,Test_Title,Browser,Status,Duration_ms,Error_Message,Screenshot_Path,Trace_Path,Executed_By,Notes
RUN-20260512102457,2026-05-12T10:24:57.421Z,2. HOME PAGE,HOME-010,HOME-010-S: @smoke Add to cart increments the cart badge,chromium,failed,2504,"Error: page.goto: net::ERR_HTTP_RESPONSE_CODE_FAILURE at https://practice.qabrains.com/ecommerce/login
Call log:
[2m  - navigating to ""https://practice.qabrains.com/ecommerce/login"", waiting until ""load""[22m
",C:\Other\Demo ecommerce project\test-results\2. HOME PAGE-home_automati-33a2d-t-increments-the-cart-badge-chromium\test-failed-1.png,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,2. HOME PAGE,HOME-014,HOME-014: @regression High-to-low sort mode is applied correctly,chromium,passed,5522,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,2. HOME PAGE,HOME-015,HOME-015: @regression Multiple add-to-cart updates badge count,chromium,passed,4435,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,2. HOME PAGE,HOME-016,HOME-016: @regression Unauthenticated access redirects to login,chromium,passed,6511,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-001,PDP-001/PDP-004: Product details page renders name and price,chromium,passed,7058,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-005,PDP-005/PDP-006/PDP-007: Quantity control plus/minus behavior,chromium,passed,5068,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-009,PDP-009: Add to cart from PDP,chromium,passed,13517,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-010,PDP-010: Invalid product id shows guard behavior,chromium,passed,8396,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-002,PDP-002: Back button navigates away from PDP,chromium,passed,6555,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-003,PDP-003: Product image renders with alt text,chromium,passed,7397,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-008,PDP-008: Favourite toggle on product details is clickable,chromium,passed,5798,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-011,PDP-011: Direct access without authenticated state is guarded,chromium,passed,12404,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-001,PDP-001-S: @smoke Product details page loads with name and price,chromium,passed,11375,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-009,PDP-009-S: @smoke Add to cart from PDP updates badge,chromium,passed,7958,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-012,PDP-012: @regression Product id=0 shows guard or empty state,chromium,passed,8215,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-013,PDP-013: @regression Quantity cannot go below 1 via minus button,chromium,passed,6075,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,3. PRODUCT DETAILS PAGE,PDP-014,PDP-014: @regression Page renders correctly for a second product,chromium,passed,6550,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-001,CART-001: Cart page and heading are visible,chromium,passed,6231,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-003,CART-003/CART-004: Quantity controls update cart,chromium,passed,6437,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-005,CART-005: Remove item from cart,chromium,passed,6657,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-007,CART-007: Continue shopping navigates to home,chromium,passed,6314,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-008,CART-008: Checkout button navigates to checkout info,chromium,passed,8390,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-002,CART-002: Cart row shows image name quantity controls and price,chromium,passed,4756,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-006,CART-006: Empty cart state is visible when all items removed,chromium,passed,10555,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-009,CART-009: Total formula remains non-decreasing when quantity increases,chromium,passed,4635,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-011,CART-011: Rapid quantity clicks keep cart interaction stable,chromium,passed,11994,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-010,CART-010: Cart route enforces access guard for unauthenticated state,chromium,passed,12391,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-001,CART-001-S: @smoke Cart page loads with items and heading,chromium,passed,10781,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-008,CART-008-S: @smoke Checkout button navigates to checkout-info,chromium,passed,8269,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-012,CART-012: @regression Cart persists item after page reload,chromium,passed,17241,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-013,CART-013: @regression Cart item row shows correct price format,chromium,passed,9311,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,4. CART PAGE,CART-014,CART-014: @regression Continue shopping from empty cart goes to home,chromium,passed,9621,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-001,CI-001/CI-002: Checkout info page and fields are visible,chromium,passed,5885,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-003,CI-003: Valid form continues to checkout overview,chromium,passed,7475,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-004,CI-004/CI-005/CI-006/CI-007/CI-008: Invalid inputs show validation messages,chromium,passed,10106,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-009,CI-009: Cancel returns to cart,chromium,passed,9618,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-010,CI-010: Empty-cart flow guard prevents invalid checkout-info progression,chromium,passed,8526,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-011,CI-011: Validation errors appear in accessible error container,chromium,passed,16678,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-001,CI-001-S: @smoke Checkout info page loads with all required fields,chromium,passed,6644,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-003,CI-003-S: @smoke Valid checkout info continues to overview,chromium,passed,4552,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-012,CI-012: @regression Numeric-only zip code is accepted,chromium,passed,11211,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-013,CI-013: @regression Single character names are handled gracefully,chromium,passed,8634,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,5. CHECKOUT YOUR INFO PAGE,CI-014,CI-014: @regression Special characters in name field are handled,chromium,passed,10244,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-001,CO-001/CO-002: Overview page renders product summary,chromium,passed,10525,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-003,"CO-003/CO-004/CO-005: Payment, shipping and totals sections are visible",chromium,passed,9342,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-008,CO-008: Cancel exits overview flow,chromium,passed,10858,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-009,CO-009: Finish completes order and opens completion page,chromium,passed,10521,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-006,CO-006: Grand total follows item total plus tax formula,chromium,passed,7342,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-007,CO-007: Overview page displays read-only order data,chromium,passed,10546,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-010,CO-010: Overview remains stable when backend fetch fails,chromium,passed,10817,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-011,CO-011: Unauthorized direct access is guarded,chromium,passed,10237,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-001,CO-001-S: @smoke Overview page renders product summary with price,chromium,passed,11119,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-009,CO-009-S: @smoke Finish button completes order and shows completion page,chromium,passed,11547,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-012,CO-012: @regression Payment section shows required info labels,chromium,passed,15886,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-013,CO-013: @regression Item count in overview matches cart item count,chromium,passed,8006,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,6. CHECKOUT OVERVIEW PAGE,CO-014,CO-014: @regression Overview page title and breadcrumb is correct,chromium,passed,14711,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-001,CC-001/CC-003/CC-004: Completion heading and confirmation texts are visible,chromium,passed,17775,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-002,CC-002: Success icon is displayed,chromium,passed,11194,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-006,CC-006: Continue Shopping navigates to home page,chromium,passed,11522,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-005,CC-005: Cart is empty after order completion,chromium,passed,9435,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-007,CC-007: Direct access without finishing flow is guarded,chromium,passed,12728,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-008,CC-008: Completion page has no editable transactional inputs,chromium,passed,12244,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-009,CC-009: Completion CTA is keyboard accessible,chromium,passed,13342,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-010,CC-010: Completion page renders in mobile and desktop viewports,chromium,passed,8715,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-001,CC-001-S: @smoke Completion page shows thank-you confirmation,chromium,passed,10190,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-006,CC-006-S: @smoke Continue Shopping from completion goes to home,chromium,passed,9315,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-011,CC-011: @regression Order confirmation details are visible,chromium,passed,7472,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-012,CC-012: @regression Cart is cleared after order completion,chromium,passed,8255,,,,Test_Execute_Agent,
RUN-20260512102457,2026-05-12T10:24:57.421Z,7. CHECKOUT COMPLETE PAGE,CC-013,CC-013: @regression Completion page has no stale checkout inputs,chromium,passed,8919,,,,Test_Execute_Agent,
